"@id","State__@id","State__City__@id","State__City__Station__@id","State__City__Station__@lastupdate","State__City__Station__@latitude","State__City__Station__@longitude","State__City__Station__Pollutant_Index__@id","State__City__Station__Pollutant_Index__@Min","State__City__Station__Pollutant_Index__@Max","State__City__Station__Pollutant_Index__@Avg","State__City__Station__Air_Quality_Index__@Value","State__City__Station__Air_Quality_Index__@Predominant_Parameter"
"","","","","","","","PM10","119","166","134","",""
"","","","","","","","NO2","7","47","33","",""
"","","","","","","","NH3","3","4","3","",""
"","","","","","","","SO2","5","10","7","",""
"","","","","","","","CO","26","48","31","",""
"","","","","","","","OZONE","75","175","90","",""
"","","Rajsamand","Dhoinda, Rajsamand - RSPCB","20-11-2023 12:00:00","25.03636","73.883502","PM2.5","153","335","265","265","PM2.5"
"","","","","","","","PM10","105","289","148","",""
"","","","","","","","NO2","17","78","33","",""
"","","","","","","","NH3","4","4","4","",""
"","","","","","","","SO2","4","11","6","",""
"","","","","","","","CO","46","78","56","",""
"","","","","","","","OZONE","18","98","47","",""
"","","Sawai Madhopur","Sahu Nagar, Sawai Madhopur - RSPCB","20-11-2023 12:00:00","26.031443","76.359327","PM2.5","96","278","166","170","PM10"
"","","","","","","","PM10","128","237","170","",""
"","","","","","","","NO2","4","30","14","",""
"","","","","","","","NH3","5","5","5","",""
"","","","","","","","SO2","7","17","11","",""
"","","","","","","","CO","37","94","43","",""
"","","","","","","","OZONE","11","195","44","",""
"","","Sikar","Radhakishan Pura, Sikar - RSPCB","20-11-2023 12:00:00","27.608912","75.153302","PM2.5","40","377","220","238","PM10"
"","","","","","","","PM10","106","481","238","",""
"","","","","","","","NO2","13","112","44","",""
"","","","","","","","NH3","6","18","13","",""
"","","","","","","","SO2","2","10","6","",""
"","","","","","","","CO","26","124","53","",""
"","","","","","","","OZONE","5","205","161","",""
"","","Sirohi","Vedhaynath Colony, Sirohi - RSPCB","20-11-2023 12:00:00","24.885261","72.857549","PM2.5","112","291","193","193","PM2.5"
"","","","","","","","PM10","103","245","148","",""
"","","","","","","","NO2","7","109","45","",""
"","","","","","","","NH3","6","14","9","",""
"","","","","","","","SO2","1","8","2","",""
"","","","","","","","CO","18","57","36","",""
"","","","","","","","OZONE","2","193","70","",""
"","","Sri Ganganagar","Old City, Sri Ganganagar - RSPCB","20-11-2023 12:00:00","29.931624","73.864511","PM2.5","312","487","411","419","PM10"
"","","","","","","","PM10","226","500","419","",""
"","","","","","","","NO2","25","102","54","",""
"","","","","","","","NH3","5","18","9","",""
"","","","","","","","SO2","4","10","6","",""
"","","","","","","","CO","99","125","106","",""
"","","","","","","","OZONE","14","87","26","",""
"","","Tonk","Shastri Nagar, Tonk - RSPCB","20-11-2023 12:00:00","26.159933","75.780517","PM2.5","253","449","342","342","PM2.5"
"","","","","","","","PM10","141","500","266","",""
"","","","","","","","NO2","19","151","59","",""
"","","","","","","","NH3","1","62","7","",""
"","","","","","","","SO2","5","12","7","",""
"","","","","","","","CO","12","125","87","",""
"","","","","","","","OZONE","2","142","36","",""
"","","Udaipur","Ashok Nagar, Udaipur - RSPCB","20-11-2023 12:00:00","24.5886166","73.6321397","PM2.5","186","335","266","266","PM2.5"
"","","","","","","","PM10","104","293","187","",""
"","","","","","","","NO2","43","131","79","",""
"","","","","","","","NH3","4","12","6","",""
"","","","","","","","SO2","8","19","14","",""
"","","","","","","","CO","5","125","43","",""
"","","","","","","","OZONE","13","91","35","",""
"","Sikkim","Gangtok","Zero Point GICI, Gangtok - SSPCB","20-11-2023 12:00:00","27.33853","88.614099","PM2.5","8","20","11","58","SO2"
"","","","","","","","PM10","6","28","16","",""
"","","","","","","","NO2","1","7","2","",""
"","","","","","","","NH3","1","1","1","",""
"","","","","","","","SO2","53","65","58","",""
"","","","","","","","CO","5","16","10","",""
"","","","","","","","OZONE","9","45","16","",""
"","TamilNadu","Ariyalur","Keelapalur, Ariyalur - TNPCB","20-11-2023 12:00:00","11.06825","79.07033","PM2.5","17","35","25","31","PM10"
"","","","","","","","PM10","20","43","31","",""
"","","","","","","","NO2","11","19","16","",""
"","","","","","","","SO2","NA","NA","NA","",""
"","","Chengalpattu","Crescent University, Chengalpattu - TNPCB","20-11-2023 12:00:00","12.8777316","80.0834807","PM2.5","NA","NA","NA","",""
"","","","","","","","PM10","NA","NA","NA","",""
"","","","","","","","SO2","NA","NA","NA","",""
"","","","","","","","CO","NA","NA","NA","",""
"","","","","","","","OZONE","NA","NA","NA","",""
"","","Chennai","Alandur Bus Depot, Chennai - CPCB","20-11-2023 12:00:00","12.9099161","80.1076538","PM2.5","53","116","68","68","PM2.5"
"","","","","","","","PM10","51","90","61","",""
"","","","","","","","NO2","28","76","45","",""
"","","","","","","","NH3","8","9","8","",""
"","","","","","","","SO2","12","15","14","",""
"","","","","","","","CO","44","46","45","",""
"","","","","","","","OZONE","16","37","17","",""
"","","","Arumbakkam, Chennai - TNPCB","20-11-2023 12:00:00","13.0664","80.2112","PM2.5","16","48","34","53","PM10"
"","","","","","","","PM10","18","83","53","",""
"","","","","","","","NO2","11","28","20","",""
"","","","","","","","NH3","2","4","3","",""
"","","","","","","","SO2","2","60","15","",""
"","","","Gandhi Nagar_Ennore, Chennai - TNPCB","20-11-2023 12:00:00","13.218341","80.32027","PM2.5","NA","NA","NA","",""
"","","","","","","","PM10","NA","NA","NA","",""
"","","","","","","","SO2","NA","NA","NA","",""
"","","","","","","","OZONE","4","4","4","",""
"","","","Kodungaiyur, Chennai - TNPCB","20-11-2023 12:00:00","13.1278","80.2642","PM2.5","7","39","20","41","PM10"
"","","","","","","","PM10","18","88","41","",""
"","","","","","","","NO2","9","30","15","",""
"","","","","","","","NH3","4","6","5","",""
"","","","","","","","SO2","5","37","16","",""
"","","","","","","","CO","10","98","38","",""
"","","","","","","","OZONE","5","6","6","",""
"","","","Manali, Chennai - CPCB","20-11-2023 12:00:00","13.164544","80.26285","PM2.5","8","38","29","35","PM10"
"","","","","","","","PM10","22","53","35","",""
"","","","","","","","NO2","8","15","13","",""
"","","","","","","","NH3","2","4","3","",""
"","","","","","","","SO2","2","14","6","",""
"","","","","","","","CO","5","105","24","",""
"","","","","","","","OZONE","9","19","12","",""
"","","","Perungudi, Chennai - TNPCB","20-11-2023 12:00:00","12.9533","80.2357","PM2.5","3","65","30","45","PM10"
"","","","","","","","PM10","21","78","45","",""
"","","","","","","","NO2","1","6","2","",""
"","","","","","","","NH3","2","3","3","",""
"","","","","","","","SO2","1","6","3","",""
"","","","","","","","CO","3","46","34","",""
"","","","Royapuram, Chennai - TNPCB","20-11-2023 12:00:00","13.1036","80.2909","PM2.5","11","62","28","42","PM10"
"","","","","","","","PM10","18","71","42","",""
"","","","","","","","NO2","11","39","18","",""
"","","","","","","","NH3","1","2","2","",""
"","","","","","","","SO2","1","7","3","",""
"","","","","","","","CO","18","52","34","",""
"","","","","","","","OZONE","9","10","9","",""
"","","","Velachery Res. Area, Chennai - CPCB","20-11-2023 12:00:00","13.0052189","80.2398125","PM2.5","16","41","28","45","PM10"
"","","","","","","","PM10","39","56","45","",""
"","","","","","","","NO2","11","84","28","",""
"","","","","","","","NH3","7","12","10","",""
"","","","","","","","SO2","6","42","28","",""
"","","","","","","","CO","32","57","44","",""
"","","","","","","","OZONE","13","16","13","",""
"","","Coimbatore","PSG College of Arts and Science, Coimbatore - TNPCB","20-11-2023 12:00:00","11.0328","77.0349","PM2.5","NA","NA","NA","",""
"","","","","","","","PM10","NA","NA","NA","",""
"","","","","","","","NO2","1","7","3","",""
"","","","","","","","SO2","NA","NA","NA","",""
"","","","","","","","CO","39","68","55","",""
"","","","","","","","OZONE","1","5","4","",""
"","","Cuddalore","Kudikadu, Cuddalore - TNPCB","20-11-2023 12:00:00","11.6829898","79.7532099","PM2.5","19","65","37","101","NO2"
"","","","","","","","PM10","23","78","44","",""
"","","","","","","","NO2","70","119","101","",""
"","","","","","","","NH3","25","29","27","",""
"","","","","","","","SO2","15","17","16","",""
"","","","","","","","CO","6","6","6","",""
"","","","Semmandalam, Cuddalore - TNPCB","20-11-2023 12:00:00","11.7637683","79.7499835","PM2.5","8","77","27","27","PM2.5"
"","","","","","","","PM10","6","57","20","",""
"","","","","","","","NO2","2","22","9","",""
"","","","","","","","OZONE","1","2","2","",""
"","","Gummidipoondi","Anthoni Pillai Nagar, Gummidipoondi - TNPCB","20-11-2023 12:00:00","13.4127","80.1081","PM2.5","22","307","121","121","PM2.5"
"","","","","","","","PM10","44","158","110","",""
"","","","","","","","NO2","4","14","8","",""
"","","","","","","","NH3","4","5","5","",""
"","","","","","","","SO2","9","26","15","",""
"","","Hosur","SIPCOT Phase-1, Hosur - TNPCB","20-11-2023 12:00:00","12.746998","77.813811","PM2.5","32","74","47","53","PM10"
"","","","","","","","PM10","36","85","53","",""
"","","","","","","","NO2","7","12","9","",""
"","","","","","","","NH3","1","1","1","",""
"","","","","","","","SO2","5","6","5","",""
"","","","","","","","CO","6","7","6","",""
"","","","","","","","OZONE","4","4","4","",""
"","","Ooty","Bombay Castel, Ooty - TNPCB","20-11-2023 12:00:00","11.4068288","76.7138973","PM2.5","NA","NA","NA","",""
"","","","","","","","PM10","NA","NA","NA","",""
"","","","","","","","NO2","NA","NA","NA","",""
"","","","","","","","NH3","NA","NA","NA","",""
"","","","","","","","SO2","NA","NA","NA","",""
"","","","","","","","CO","18","19","18","",""
"","","","","","","","OZONE","4","5","4","",""
"","","Ramanathapuram","Chalai Bazaar, Ramanathapuram - TNPCB","20-11-2023 12:00:00","9.36399","78.831977","PM2.5","1","36","15","15","PM2.5"
"","","","","","","","PM10","NA","NA","NA","",""
"","","","","","","","NH3","1","1","1","",""
"","","","","","","","SO2","9","11","10","",""
"","","","","","","","CO","2","10","6","",""
"","","","","","","","OZONE","13","14","14","",""
"","","Salem","Sona College of Technology, Salem - TNPCB","20-11-2023 12:00:00","11.679111","78.125052","PM2.5","31","161","70","80","SO2"
"","","","","","","","PM10","25","103","60","",""
"","","","","","","","NO2","7","11","9","",""
"","","","","","","","NH3","1","1","1","",""
"","","","","","","","SO2","80","81","80","",""
"","","","","","","","CO","31","34","32","",""
"","","","","","","","OZONE","3","4","3","",""
"","","Thoothukudi","Meelavittan, Thoothukudi - TNPCB","20-11-2023 12:00:00","8.816428","78.099039","PM10","8","43","20","20","PM10"
"","","","","","","","NO2","6","18","12","",""
"","","","","","","","SO2","2","102","12","",""
"","","","","","","","CO","2","28","10","",""
"","","","","","","","OZONE","2","14","5","",""
"","","Vellore","Vasanthapuram, Vellore - TNPCB","20-11-2023 12:00:00","12.909494","79.131861","PM2.5","30","86","48","50","PM10"
"","","","","","","","PM10","37","80","50","",""
"","","","","","","","NO2","3","11","6","",""
"","","","","","","","NH3","1","1","1","",""
"","","","","","","","SO2","14","15","14","",""
"","","","","","","","CO","18","20","20","",""
"","","","","","","","OZONE","1","2","1","",""
"","Telangana","Hyderabad","Bollaram Industrial Area, Hyderabad - TSPCB","20-11-2023 12:00:00","17.540891","78.358528","PM2.5","45","110","74","74","PM2.5"
"","","","","","","","PM10","42","103","72","",""
"","","","","","","","NO2","15","45","27","",""
"","","","","","","","NH3","1","2","2","",""
"","","","","","","","SO2","6","16","9","",""
"","","","","","","","CO","14","49","26","",""
"","","","","","","","OZONE","37","40","39","",""
"","","","Central University, Hyderabad - TSPCB","20-11-2023 12:00:00","17.460103","78.334361","PM2.5","25","54","39","61","PM10"
"","","","","","","","PM10","51","75","61","",""
"","","","","","","","NO2","4","55","24","",""
"","","","","","","","NH3","1","9","4","",""
"","","","","","","","SO2","1","16","7","",""
"","","","","","","","CO","30","64","45","",""
"","","","","","","","OZONE","3","4","3","",""
"","","","ECIL Kapra, Hyderabad - TSPCB","20-11-2023 12:00:00","17.470431","78.566959","PM2.5","54","55","54","62","PM10"
"","","","","","","","PM10","58","69","62","",""
"","","","","","","","NO2","7","9","7","",""
"","","","","","","","NH3","6","9","9","",""
"","","","","","","","SO2","4","16","9","",""
"","","","","","","","CO","9","43","22","",""
"","","","","","","","OZONE","10","85","23","",""
"","","","ICRISAT Patancheru, Hyderabad - TSPCB","20-11-2023 12:00:00","17.5184","78.278777","PM2.5","NA","NA","NA","",""
"","","","","","","","PM10","NA","NA","NA","",""
"","","","","","","","NO2","NA","NA","NA","",""
"","","","","","","","NH3","NA","NA","NA","",""
"","","","","","","","SO2","NA","NA","NA","",""
"","","","","","","","OZONE","77","81","77","",""
"","","","IDA Pashamylaram, Hyderabad - TSPCB","20-11-2023 12:00:00","17.5316895","78.218939","PM2.5","NA","NA","NA","",""
"","","","","","","","PM10","NA","NA","NA","",""
"","","","","","","","NO2","NA","NA","NA","",""
"","","","","","","","NH3","NA","NA","NA","",""
"","","","","","","","SO2","NA","NA","NA","",""
"","","","","","","","CO","NA","NA","NA","",""
"","","","","","","","OZONE","NA","NA","NA","",""
"","","","IITH Kandi, Hyderabad - TSPCB","20-11-2023 12:00:00","17.585705","78.126199","PM2.5","35","55","48","56","PM10"
"","","","","","","","PM10","36","70","56","",""
"","","","","","","","NO2","11","12","11","",""
"","","","","","","","NH3","2","2","2","",""
"","","","","","","","SO2","15","17","16","",""
"","","","","","","","CO","20","30","28","",""
"","","","","","","","OZONE","9","33","11","",""
"","","","Kokapet, Hyderabad - TSPCB","20-11-2023 12:00:00","17.393559","78.339194","PM2.5","88","123","99","117","PM10"
"","","","","","","","PM10","111","124","117","",""
"","","","","","","","NO2","7","7","7","",""
"","","","","","","","NH3","1","1","1","",""
"","","","","","","","SO2","7","7","7","",""
"","","","","","","","CO","16","16","16","",""
"","","","","","","","OZONE","NA","NA","NA","",""
"","","","Kompally Municipal Office, Hyderabad - TSPCB","20-11-2023 12:00:00","17.544899","78.486949","PM2.5","43","65","51","51","PM2.5"
"","","","","","","","PM10","41","57","46","",""
"","","","","","","","NO2","11","11","11","",""
"","","","","","","","NH3","4","4","4","",""
"","","","","","","","SO2","2","9","4","",""
"","","","","","","","CO","6","57","20","",""
"","","","","","","","OZONE","3","47","21","",""
"","","","Nacharam_TSIIC IALA, Hyderabad - TSPCB","20-11-2023 12:00:00","17.429398","78.569354","PM2.5","NA","NA","NA","",""
"","","","","","","","PM10","NA","NA","NA","",""
"","","","","","","","SO2","NA","NA","NA","",""
"","","","","","","","CO","4","18","18","",""
"","","","","","","","OZONE","18","24","18","",""
"","","","New Malakpet, Hyderabad - TSPCB","20-11-2023 12:00:00","17.37206","78.50864","PM2.5","23","45","33","58","PM10"
"","","","","","","","PM10","54","64","58","",""
"","","","","","","","NO2","20","30","24","",""
"","","","","","","","NH3","3","3","3","",""
"","","","","","","","SO2","8","10","8","",""
"","","","","","","","CO","14","110","29","",""
"","","","","","","","OZONE","4","32","13","",""
"","","","Ramachandrapuram, Hyderabad - TSPCB","20-11-2023 12:00:00","17.528544","78.286195","PM2.5","NA","NA","NA","",""
"","","","","","","","PM10","NA","NA","NA","",""
"","","","","","","","NO2","NA","NA","NA","",""
"","","","","","","","NH3","NA","NA","NA","",""
"","","","","","","","SO2","NA","NA","NA","",""
"","","","","","","","CO","25","100","50","",""
"","","","","","","","OZONE","10","49","36","",""
"","","","Sanathnagar, Hyderabad - TSPCB","20-11-2023 12:00:00","17.4559458","78.4332152","PM2.5","63","112","85","85","PM2.5"
"","","","","","","","NO2","25","30","28","",""
"","","","","","","","SO2","5","10","7","",""
"","","","","","","","CO","34","62","47","",""
"","","","","","","","OZONE","12","16","14","",""
"","","","Somajiguda, Hyderabad - TSPCB","20-11-2023 12:00:00","17.417094","78.457437","PM2.5","42","82","61","75","PM10"
"","","","","","","","PM10","67","85","75","",""
"","","","","","","","NO2","19","29","23","",""
"","","","","","","","NH3","6","8","7","",""
"","","","","","","","SO2","9","15","12","",""
"","","","","","","","CO","9","32","16","",""
"","","","","","","","OZONE","6","34","14","",""
"","","","Zoo Park, Hyderabad - TSPCB","20-11-2023 12:00:00","17.349694","78.451437","PM2.5","42","94","70","96","PM10"
"","","","","","","","PM10","58","126","96","",""
"","","","","","","","NO2","25","40","33","",""
"","","","","","","","NH3","1","1","1","",""
"","","","","","","","SO2","1","4","2","",""
"","","","","","","","CO","36","84","42","",""
"","","","","","","","OZONE","15","23","17","",""
"","Tripura","Agartala","Bardowali, Agartala - Tripura SPCB","20-11-2023 12:00:00","23.8175497","91.2726974","PM2.5","31","234","104","104","PM2.5"
"","","","","","","","PM10","52","146","103","",""
"","","","","","","","NO2","3","15","9","",""
"","","","","","","","NH3","1","2","2","",""
"","","","","","","","SO2","17","18","17","",""
"","","","","","","","CO","24","80","37","",""
"","","","","","","","OZONE","1","11","1","",""
"","Uttar_Pradesh","Agra","Manoharpur, Agra - UPPCB","20-11-2023 12:00:00","27.23711","78.01936","PM2.5","43","100","72","100","PM10"
"","","","","","","","PM10","61","128","100","",""
"","","","","","","","NO2","2","8","5","",""
"","","","","","","","NH3","2","3","3","",""
"","","","","","","","SO2","25","26","26","",""
"","","","","","","","CO","16","24","20","",""
"","","","Rohta, Agra - UPPCB","20-11-2023 12:00:00","27.106972","78.000111","PM2.5","38","171","72","72","PM2.5"
"","","","","","","","PM10","34","115","63","",""
"","","","","","","","NO2","7","9","8","",""
"","","","","","","","NH3","1","1","1","",""
"","","","","","","","SO2","1","48","18","",""
"","","","","","","","CO","2","85","33","",""
"","","","","","","","OZONE","13","14","14","",""
"","","","Sanjay Palace, Agra - UPPCB","20-11-2023 12:00:00","27.19865833","78.00598056","PM2.5","52","105","76","76","PM2.5"
"","","","","","","","PM10","53","87","67","",""
"","","","","","","","NO2","14","17","15","",""
"","","","","","","","SO2","4","10","7","",""
"","","","","","","","CO","24","92","58","",""
"","","","","","","","OZONE","27","63","38","",""
"","","","Sector-3B Avas Vikas Colony, Agra - UPPCB","20-11-2023 12:00:00","27.19412","77.96237","PM2.5","46","152","78","100","PM10"
"","","","","","","","PM10","69","148","100","",""
"","","","","","","","NO2","9","24","16","",""
"","","","","","","","NH3","3","5","4","",""
"","","","","","","","SO2","9","13","11","",""
"","","","","","","","CO","10","32","18","",""
"","","","","","","","OZONE","3","10","4","",""
"","","","Shahjahan Garden, Agra - UPPCB","20-11-2023 12:00:00","27.169338","78.03582","PM2.5","41","102","63","96","PM10"
"","","","","","","","PM10","46","309","96","",""
"","","","","","","","NO2","9","13","10","",""
"","","","","","","","NH3","5","6","5","",""
"","","","","","","","SO2","11","13","12","",""
"","","","","","","","CO","10","28","19","",""
"","","","","","","","OZONE","1","7","1","",""
"","","","Shastripuram, Agra - UPPCB","20-11-2023 12:00:00","27.19862","77.92066","PM2.5","70","171","104","114","PM10"
"","","","","","","","PM10","89","147","114","",""
"","","","","","","","NO2","13","17","14","",""
"","","","","","","","NH3","1","2","1","",""
"","","","","","","","SO2","11","14","12","",""
"","","","","","","","CO","9","19","15","",""
"","","","","","","","OZONE","NA","NA","NA","",""
"","","Baghpat","Sardar Patel Inter College, Baghpat - UPPCB","20-11-2023 12:00:00","28.964949","77.278761","PM2.5","160","389","295","295","PM2.5"
"","","","","","","","PM10","138","407","217","",""
"","","","","","","","NO2","2","6","3","",""
"","","","","","","","NH3","NA","NA","NA","",""
"","","","","","","","SO2","9","53","18","",""
"","","","","","","","CO","68","107","103","",""
"","","","","","","","OZONE","6","50","10","",""
"","","Bareilly","Civil Lines, Bareilly - UPPCB","20-11-2023 12:00:00","28.359581","79.414455","PM2.5","65","194","123","123","PM2.5"
"","","","","","","","PM10","67","130","102","",""
"","","","","","","","NO2","24","42","29","",""
"","","","","","","","NH3","NA","NA","NA","",""
"","","","","","","","SO2","33","35","34","",""
"","","","","","","","CO","33","49","42","",""
"","","","","","","","OZONE","1","12","5","",""
"","","","Rajendra Nagar, Bareilly - UPPCB","20-11-2023 12:00:00","28.38910936","79.42963708","PM2.5","70","162","104","116","PM10"
"","","","","","","","PM10","91","146","116","",""
"","","","","","","","NO2","40","81","58","",""
"","","","","","","","NH3","1","1","1","",""
"","","","","","","","SO2","35","37","36","",""
"","","","","","","","CO","34","65","50","",""
"","","","","","","","OZONE","9","17","10","",""
"","","Bulandshahr","Yamunapuram, Bulandshahr - UPPCB","20-11-2023 12:00:00","28.406963","77.849831","PM2.5","87","329","240","240","PM2.5"
"","","","","","","","PM10","119","286","205","",""
"","","","","","","","NO2","18","140","70","",""
"","","","","","","","NH3","12","18","14","",""
"","","","","","","","SO2","12","48","21","",""
"","","","","","","","CO","44","118","95","",""
"","","","","","","","OZONE","1","199","13","",""
"","","Firozabad","Nagla Bhau, Firozabad - UPPCB","20-11-2023 12:00:00","27.168897","78.37696","PM2.5","69","235","138","138","PM2.5"
"","","","","","","","PM10","60","124","92","",""
"","","","","","","","NO2","26","26","26","",""
"","","","","","","","NH3","2","2","2","",""
"","","","","","","","SO2","25","27","26","",""
"","","","","","","","CO","44","70","60","",""
"","","","","","","","OZONE","11","15","14","",""
"","","","Vibhab Nagar, Firozabad - UPPCB","20-11-2023 12:00:00","27.1594","78.3953","PM2.5","98","312","183","183","PM2.5"
"","","","","","","","PM10","88","168","119","",""
"","","","","","","","NO2","46","90","65","",""
"","","","","","","","NH3","1","1","1","",""
"","","","","","","","SO2","16","25","19","",""
"","","","","","","","CO","24","50","35","",""
"","","","","","","","OZONE","26","40","31","",""
"","","Ghaziabad","Indirapuram, Ghaziabad - UPPCB","20-11-2023 12:00:00","28.646233","77.358075","PM2.5","131","395","308","329","PM10"
"","","","","","","","PM10","149","452","329","",""
"","","","","","","","NO2","96","170","129","",""
"","","","","","","","NH3","8","18","12","",""
"","","","","","","","SO2","9","36","16","",""
"","","","","","","","CO","6","68","23","",""
"","","","","","","","OZONE","18","210","210","",""
"","","","Loni, Ghaziabad - UPPCB","20-11-2023 12:00:00","28.757294","77.278792","PM2.5","124","385","308","308","PM2.5"
"","","","","","","","PM10","125","419","242","",""
"","","","","","","","NO2","41","131","80","",""
"","","","","","","","NH3","3","15","8","",""
"","","","","","","","SO2","5","32","15","",""
"","","","","","","","CO","45","127","98","",""
"","","","","","","","OZONE","1","81","10","",""
"","","","Sanjay Nagar, Ghaziabad - UPPCB","20-11-2023 12:00:00","28.685382","77.453839","PM2.5","128","404","286","286","PM2.5"
"","","","","","","","PM10","118","355","197","",""
"","","","","","","","NO2","57","296","148","",""
"","","","","","","","NH3","10","15","13","",""
"","","","","","","","SO2","6","37","22","",""
"","","","","","","","CO","10","124","75","",""
"","","","","","","","OZONE","3","154","19","",""
"","","","Vasundhara, Ghaziabad - UPPCB","20-11-2023 12:00:00","28.6603346","77.3572563","PM2.5","134","368","297","297","PM2.5"
"","","","","","","","PM10","115","369","223","",""
"","","","","","","","NO2","15","140","84","",""
"","","","","","","","NH3","1","17","9","",""
"","","","","","","","SO2","1","122","46","",""
"","","","","","","","CO","5","127","47","",""
"","","","","","","","OZONE","14","24","15","",""
"","","Gorakhpur","Madan Mohan Malaviya University of Technology, Gorakhpur - UPPCB","20-11-2023 12:00:00","26.730136","83.433859","PM2.5","24","243","119","119","PM2.5"
"","","","","","","","PM10","33","144","98","",""
"","","","","","","","NO2","2","3","2","",""
"","","","","","","","NH3","2","2","2","",""
"","","","","","","","SO2","46","47","47","",""
"","","","","","","","CO","23","55","50","",""
"","","","","","","","OZONE","2","17","4","",""
"","","Greater Noida","Knowledge Park - III, Greater Noida - UPPCB","20-11-2023 12:00:00","28.47272","77.482","PM2.5","109","361","261","261","PM2.5"
"","","","","","","","PM10","108","278","187","",""
"","","","","","","","NO2","11","86","45","",""
"","","","","","","","NH3","5","10","7","",""
"","","","","","","","SO2","6","20","11","",""
"","","","","","","","CO","2","122","75","",""
"","","","","","","","OZONE","14","152","26","",""
"","","","Knowledge Park - V, Greater Noida - UPPCB","20-11-2023 12:00:00","28.557054","77.453663","PM2.5","105","499","328","328","PM2.5"
"","","","","","","","PM10","102","473","327","",""
"","","","","","","","NO2","68","116","87","",""
"","","","","","","","NH3","2","5","4","",""
"","","","","","","","SO2","4","15","10","",""
"","","","","","","","CO","NA","NA","NA","",""
"","","","","","","","OZONE","4","143","20","",""
"","","Hapur","Anand Vihar, Hapur - UPPCB","20-11-2023 12:00:00","28.725645","77.749675","PM2.5","87","336","241","241","PM2.5"
"","","","","","","","PM10","103","282","184","",""
"","","","","","","","NO2","37","125","82","",""
"","","","","","","","NH3","4","9","6","",""
"","","","","","","","SO2","12","61","33","",""
"","","","","","","","CO","20","97","58","",""
"","","","","","","","OZONE","25","140","36","",""
"","","Jhansi","Shivaji Nagar, Jhansi - UPPCB","20-11-2023 12:00:00","25.4547","78.6039","PM2.5","103","321","227","227","PM2.5"
"","","","","","","","PM10","133","313","205","",""
"","","","","","","","NO2","12","87","32","",""
"","","","","","","","NH3","6","6","6","",""
"","","","","","","","SO2","10","44","17","",""
"","","","","","","","CO","23","108","36","",""
"","","","","","","","OZONE","6","48","19","",""
"","","Kanpur","FTI Kidwai Nagar, Kanpur - UPPCB","20-11-2023 12:00:00","26.428282","80.327067","PM2.5","75","224","106","143","PM10"
"","","","","","","","PM10","114","207","143","",""
"","","","","","","","NO2","21","46","31","",""
"","","","","","","","NH3","2","3","2","",""
"","","","","","","","SO2","15","15","15","",""
"","","","","","","","CO","40","74","47","",""
"","","","","","","","OZONE","3","8","6","",""
"","","","NSI Kalyanpur, Kanpur - UPPCB","20-11-2023 12:00:00","26.509954","80.249612","PM2.5","86","183","132","137","PM10"
"","","","","","","","PM10","119","148","137","",""
"","","","","","","","NO2","18","23","21","",""
"","","","","","","","NH3","2","3","3","",""
"","","","","","","","SO2","19","20","20","",""
"","","","","","","","CO","39","54","48","",""
"","","","","","","","OZONE","29","39","31","",""
"","","","Nehru Nagar, Kanpur - UPPCB","20-11-2023 12:00:00","26.4703136","80.3229863","PM2.5","78","245","129","129","PM2.5"
"","","","","","","","PM10","80","159","109","",""
"","","","","","","","NO2","13","104","40","",""
"","","","","","","","SO2","3","25","10","",""
"","","","","","","","CO","17","110","45","",""
"","","","","","","","OZONE","2","157","29","",""
"","","Khurja","Kalindi Kunj, Khurja - UPPCB","20-11-2023 12:00:00","28.2348927","77.8683002","PM2.5","32","272","110","110","PM2.5"
"","","","","","","","PM10","31","152","89","",""
"","","","","","","","NO2","35","99","59","",""
"","","","","","","","NH3","1","3","2","",""
"","","","","","","","SO2","28","41","34","",""
"","","","","","","","CO","20","64","60","",""
"","","","","","","","OZONE","17","25","24","",""
"","","Lucknow","B R Ambedkar University, Lucknow - UPPCB","20-11-2023 12:00:00","26.766433","80.927299","PM2.5","79","341","182","182","PM2.5"
"","","","","","","","PM10","107","210","137","",""
"","","","","","","","NO2","14","41","20","",""
"","","","","","","","NH3","5","6","6","",""
"","","","","","","","SO2","21","23","22","",""
"","","","","","","","CO","10","79","23","",""
"","","","","","","","OZONE","3","64","31","",""
"","","","Gomti Nagar, Lucknow - UPPCB","20-11-2023 12:00:00","26.86812","81.005119","PM2.5","88","302","146","146","PM2.5"
"","","","","","","","PM10","114","205","144","",""
"","","","","","","","NO2","21","21","21","",""
"","","","","","","","SO2","6","7","7","",""
"","","","","","","","CO","26","30","27","",""
"","","","","","","","OZONE","11","109","59","",""
"","","","Kendriya Vidyalaya, Lucknow - CPCB","20-11-2023 12:00:00","26.906111","80.948222","PM2.5","125","378","241","241","PM2.5"
"","","","","","","","PM10","108","230","143","",""
"","","","","","","","NO2","4","27","15","",""
"","","","","","","","NH3","3","18","12","",""
"","","","","","","","SO2","6","14","10","",""
"","","","","","","","CO","34","122","55","",""
"","","","","","","","OZONE","1","64","19","",""
"","","","Kukrail Picnic Spot-1, Lucknow - UPPCB","20-11-2023 12:00:00","26.90723","80.98579","PM2.5","136","346","202","202","PM2.5"
"","","","","","","","PM10","103","182","121","",""
"","","","","","","","NO2","12","22","16","",""
"","","","","","","","NH3","2","2","2","",""
"","","","","","","","SO2","21","22","22","",""
