"@id","State__@id","State__City__@id","State__City__Station__@id","State__City__Station__@lastupdate","State__City__Station__@latitude","State__City__Station__@longitude","State__City__Station__Pollutant_Index__@id","State__City__Station__Pollutant_Index__@Min","State__City__Station__Pollutant_Index__@Max","State__City__Station__Pollutant_Index__@Avg","State__City__Station__Air_Quality_Index__@Value","State__City__Station__Air_Quality_Index__@Predominant_Parameter"
"","","","","","","","NO2","13","30","22","",""
"","","","","","","","NH3","1","8","3","",""
"","","","","","","","SO2","1","4","3","",""
"","","","","","","","CO","11","44","23","",""
"","","","","","","","OZONE","3","78","14","",""
"","","Raichur","Haji Colony, Raichur - KSPCB","20-11-2023 12:00:00","16.208139","77.348417","PM2.5","9","82","34","64","CO"
"","","","","","","","PM10","NA","NA","NA","",""
"","","","","","","","NO2","12","31","22","",""
"","","","","","","","NH3","1","4","3","",""
"","","","","","","","SO2","52","63","57","",""
"","","","","","","","CO","57","82","64","",""
"","","","","","","","OZONE","3","5","3","",""
"","","Ramanagara","Vijay Nagar, Ramanagara - KSPCB","20-11-2023 12:00:00","12.733409","77.298051","PM2.5","22","75","49","49","PM2.5"
"","","","","","","","PM10","22","52","39","",""
"","","","","","","","NO2","10","38","22","",""
"","","","","","","","NH3","2","3","2","",""
"","","","","","","","SO2","29","40","34","",""
"","","","","","","","CO","10","30","23","",""
"","","","","","","","OZONE","16","80","34","",""
"","","Shivamogga","Vinoba Nagara, Shivamogga - KSPCB","20-11-2023 12:00:00","13.94","75.555917","PM2.5","27","50","36","64","PM10"
"","","","","","","","PM10","55","81","64","",""
"","","","","","","","NO2","16","23","21","",""
"","","","","","","","NH3","2","4","3","",""
"","","","","","","","SO2","2","9","4","",""
"","","","","","","","CO","6","45","17","",""
"","","","","","","","OZONE","14","40","20","",""
"","","Tumakuru","Thimmalapura, Tumakuru - KSPCB","20-11-2023 12:00:00","13.377516","77.099072","PM2.5","34","99","63","87","PM10"
"","","","","","","","PM10","45","129","87","",""
"","","","","","","","NO2","NA","NA","NA","",""
"","","","","","","","NH3","NA","NA","NA","",""
"","","","","","","","SO2","4","10","5","",""
"","","","","","","","CO","21","34","26","",""
"","","","","","","","OZONE","11","49","20","",""
"","","Udupi","Brahmagiri, Udupi - KSPCB","20-11-2023 12:00:00","13.34194444","74.74694444","PM10","65","148","81","81","PM10"
"","","","","","","","SO2","8","9","9","",""
"","","","","","","","CO","18","74","33","",""
"","","","","","","","OZONE","73","74","73","",""
"","","Vijayapura","Ibrahimpur, Vijayapura - KSPCB","20-11-2023 12:00:00","16.802639","75.722694","PM2.5","24","27","25","42","PM10"
"","","","","","","","PM10","30","44","42","",""
"","","","","","","","NO2","20","23","22","",""
"","","","","","","","NH3","2","2","2","",""
"","","","","","","","SO2","7","9","8","",""
"","","","","","","","CO","20","123","28","",""
"","","","","","","","OZONE","28","28","28","",""
"","","Yadgir","Collector Office, Yadgir - KSPCB","20-11-2023 12:00:00","16.7602","77.1428","PM2.5","36","82","53","54","PM10"
"","","","","","","","PM10","39","85","54","",""
"","","","","","","","NO2","NA","NA","NA","",""
"","","","","","","","NH3","NA","NA","NA","",""
"","","","","","","","SO2","1","36","20","",""
"","","","","","","","CO","14","20","17","",""
"","","","","","","","OZONE","18","19","19","",""
"","Kerala","Eloor","Udyogamandal, Eloor - Kerala PCB","20-11-2023 12:00:00","10.073232","76.302765","PM2.5","56","63","59","72","PM10"
"","","","","","","","PM10","68","77","72","",""
"","","","","","","","NO2","9","10","9","",""
"","","","","","","","NH3","NA","NA","NA","",""
"","","","","","","","SO2","6","7","7","",""
"","","","","","","","CO","60","69","64","",""
"","","","","","","","OZONE","20","23","21","",""
"","","Kannur","Thavakkara, Kannur - Kerala PCB","20-11-2023 12:00:00","11.875","75.3732","PM2.5","37","43","40","56","PM10"
"","","","","","","","PM10","52","60","56","",""
"","","","","","","","NO2","6","7","6","",""
"","","","","","","","NH3","1","1","1","",""
"","","","","","","","SO2","NA","NA","NA","",""
"","","","","","","","CO","9","48","36","",""
"","","","","","","","OZONE","14","18","16","",""
"","","Kochi","Vyttila, Kochi - Kerala PCB","20-11-2023 12:00:00","9.969447","76.321186","PM2.5","50","119","68","94","PM10"
"","","","","","","","PM10","33","168","94","",""
"","","","","","","","NO2","1","6","2","",""
"","","","","","","","NH3","2","3","2","",""
"","","","","","","","SO2","6","6","6","",""
"","","","","","","","CO","50","51","50","",""
"","","Kollam","Polayathode, Kollam - Kerala PCB","20-11-2023 12:00:00","8.8787","76.6073","PM2.5","13","133","50","61","PM10"
"","","","","","","","PM10","39","101","61","",""
"","","","","","","","NO2","8","9","8","",""
"","","","","","","","NH3","1","1","1","",""
"","","","","","","","SO2","1","66","6","",""
"","","","","","","","CO","12","65","34","",""
"","","","","","","","OZONE","24","28","25","",""
"","","Thiruvananthapuram","Plammoodu, Thiruvananthapuram - Kerala PCB","20-11-2023 12:00:00","8.5149093","76.9435879","PM2.5","13","47","27","34","PM10"
"","","","","","","","PM10","21","50","34","",""
"","","","","","","","NO2","13","14","13","",""
"","","","","","","","NH3","2","2","2","",""
"","","","","","","","SO2","6","12","9","",""
"","","","","","","","CO","8","42","25","",""
"","","","","","","","OZONE","8","50","15","",""
"","","Thrissur","Corporation Ground, Thrissur - Kerala PCB","20-11-2023 12:00:00","10.5324","76.2159","PM2.5","47","55","51","59","PM10"
"","","","","","","","PM10","53","64","59","",""
"","","","","","","","NO2","9","11","10","",""
"","","","","","","","NH3","1","1","1","",""
"","","","","","","","SO2","1","14","6","",""
"","","","","","","","CO","14","107","16","",""
"","","","","","","","OZONE","35","42","39","",""
"","Madhya Pradesh","Bhopal","Idgah Hills, Bhopal - MPPCB","20-11-2023 12:00:00","23.264759","77.381568","PM2.5","190","358","285","285","PM2.5"
"","","","","","","","PM10","103","209","140","",""
"","","","","","","","NO2","14","65","33","",""
"","","","","","","","NH3","4","7","6","",""
"","","","","","","","SO2","8","38","21","",""
"","","","","","","","CO","33","92","44","",""
"","","","","","","","OZONE","44","146","75","",""
"","","","Paryavaran Parisar, Bhopal - MPPCB","20-11-2023 12:00:00","23.210494","77.425409","PM2.5","127","408","287","287","PM2.5"
"","","","","","","","PM10","90","270","158","",""
"","","","","","","","NO2","18","103","57","",""
"","","","","","","","NH3","1","4","3","",""
"","","","","","","","SO2","5","20","11","",""
"","","","","","","","CO","11","118","27","",""
"","","","","","","","OZONE","3","120","26","",""
"","","","T T Nagar, Bhopal - MPPCB","20-11-2023 12:00:00","23.233584","77.400574","PM2.5","156","353","259","259","PM2.5"
"","","","","","","","PM10","116","338","168","",""
"","","","","","","","NO2","26","100","53","",""
"","","","","","","","NH3","2","4","3","",""
"","","","","","","","SO2","18","41","30","",""
"","","","","","","","CO","26","130","52","",""
"","","","","","","","OZONE","1","185","67","",""
"","","Damoh","Shrivastav Colony, Damoh - MPPCB","20-11-2023 12:00:00","23.81748678","79.446246","PM2.5","16","60","38","63","PM10"
"","","","","","","","PM10","40","82","63","",""
"","","","","","","","NO2","6","7","7","",""
"","","","","","","","CO","22","23","22","",""
"","","Dewas","Bhopal Chauraha, Dewas - MPPCB","20-11-2023 12:00:00","22.9682591","76.064118","PM2.5","148","306","211","211","PM2.5"
"","","","","","","","PM10","103","211","132","",""
"","","","","","","","NO2","12","12","12","",""
"","","","","","","","NH3","3","3","3","",""
"","","","","","","","SO2","35","51","43","",""
"","","","","","","","CO","24","88","34","",""
"","","","","","","","OZONE","17","59","37","",""
"","","Gwalior","City Center, Gwalior - MPPCB","20-11-2023 12:00:00","26.203442","78.193251","PM2.5","55","302","172","180","PM10"
"","","","","","","","PM10","136","220","180","",""
"","","","","","","","NO2","3","4","4","",""
"","","","","","","","NH3","1","2","2","",""
"","","","","","","","SO2","25","34","28","",""
"","","","","","","","CO","30","41","33","",""
"","","","","","","","OZONE","37","39","38","",""
"","","","Deen Dayal Nagar, Gwalior - MPPCB","20-11-2023 12:00:00","26.259242","78.216432","PM2.5","84","227","141","161","OZONE"
"","","","","","","","PM10","113","189","147","",""
"","","","","","","","NO2","59","114","82","",""
"","","","","","","","NH3","20","28","23","",""
"","","","","","","","SO2","21","26","23","",""
"","","","","","","","CO","52","107","86","",""
"","","","","","","","OZONE","12","202","161","",""
"","","","Maharaj Bada, Gwalior - MPPCB","20-11-2023 12:00:00","26.200388","78.147714","PM2.5","80","327","211","269","PM10"
"","","","","","","","PM10","132","422","269","",""
"","","","","","","","NO2","22","112","54","",""
"","","","","","","","NH3","1","3","2","",""
"","","","","","","","SO2","8","27","15","",""
"","","","","","","","CO","16","134","40","",""
"","","","","","","","OZONE","13","146","39","",""
"","","","Phool Bagh, Gwalior - Mondelez Ind. Food","20-11-2023 12:00:00","26.210536","78.171","PM2.5","55","409","234","234","PM2.5"
"","","","","","","","PM10","48","341","149","",""
"","","","","","","","NO2","3","5","4","",""
"","","","","","","","SO2","36","69","44","",""
"","","","","","","","CO","32","60","33","",""
"","","Indore","Chhoti Gwaltoli, Indore - MPPCB","20-11-2023 12:00:00","22.431","75.5213","PM2.5","155","322","242","242","PM2.5"
"","","","","","","","PM10","108","190","137","",""
"","","","","","","","NO2","14","71","35","",""
"","","","","","","","NH3","3","9","7","",""
"","","","","","","","SO2","5","54","23","",""
"","","","","","","","CO","16","170","65","",""
"","","","","","","","OZONE","14","126","87","",""
"","","Jabalpur","Gupteshwar, Jabalpur - JMC","20-11-2023 12:00:00","23.142888","79.916147","PM2.5","47","260","86","86","PM2.5"
"","","","","","","","PM10","46","137","71","",""
"","","","","","","","NO2","17","104","38","",""
"","","","","","","","NH3","3","6","6","",""
"","","","","","","","SO2","7","33","14","",""
"","","","","","","","CO","34","117","49","",""
"","","","","","","","OZONE","11","87","26","",""
"","","","Marhatal, Jabalpur - MPPCB","20-11-2023 12:00:00","23.168606","79.932247","PM2.5","78","308","130","130","PM2.5"
"","","","","","","","PM10","76","198","115","",""
"","","","","","","","NO2","27","47","35","",""
"","","","","","","","NH3","2","2","2","",""
"","","","","","","","SO2","6","8","7","",""
"","","","","","","","CO","36","115","57","",""
"","","","","","","","OZONE","16","107","37","",""
"","","","Suhagi, Jabalpur - JMC","20-11-2023 12:00:00","23.218135","79.95777","PM2.5","50","283","99","101","PM10"
"","","","","","","","PM10","52","199","101","",""
"","","","","","","","NO2","9","12","11","",""
"","","","","","","","NH3","3","4","4","",""
"","","","","","","","SO2","7","24","13","",""
"","","","","","","","CO","2","106","30","",""
"","","","","","","","OZONE","6","111","21","",""
"","","Katni","Gole Bazar, Katni - MPPCB","20-11-2023 12:00:00","23.50016","80.23284","PM2.5","67","212","112","112","PM2.5"
"","","","","","","","PM10","78","141","105","",""
"","","","","","","","NO2","29","78","47","",""
"","","","","","","","NH3","3","5","5","",""
"","","","","","","","SO2","13","31","19","",""
"","","","","","","","CO","18","70","32","",""
"","","","","","","","OZONE","39","105","57","",""
"","","Maihar","Sahilara, Maihar - KJS Cements","20-11-2023 12:00:00","24.2613009","80.7231783","PM2.5","32","86","59","63","PM10"
"","","","","","","","PM10","47","91","63","",""
"","","","","","","","NO2","14","14","14","",""
"","","","","","","","SO2","12","17","13","",""
"","","","","","","","CO","21","35","25","",""
"","","Mandideep","Sector-D Industrial Area, Mandideep - MPPCB","20-11-2023 12:00:00","23.10844","77.511428","PM2.5","31","178","73","143","PM10"
"","","","","","","","PM10","69","277","143","",""
"","","","","","","","NO2","28","89","60","",""
"","","","","","","","NH3","7","9","8","",""
"","","","","","","","SO2","18","112","46","",""
"","","","","","","","CO","22","103","72","",""
"","","","","","","","OZONE","13","50","15","",""
"","","Pithampur","Sector-2 Industrial Area, Pithampur - MPPCB","20-11-2023 12:00:00","22.624758","75.675238","PM2.5","122","298","198","198","PM2.5"
"","","","","","","","PM10","109","169","133","",""
"","","","","","","","NO2","10","22","16","",""
"","","","","","","","NH3","2","3","3","",""
"","","","","","","","SO2","16","18","17","",""
"","","","","","","","CO","4","70","66","",""
"","","","","","","","OZONE","31","63","40","",""
"","","Ratlam","Shasthri Nagar, Ratlam - IPCA Lab","20-11-2023 12:00:00","23.331731","75.045981","PM2.5","96","243","168","168","PM2.5"
"","","","","","","","PM10","120","214","153","",""
"","","","","","","","NO2","14","72","33","",""
"","","","","","","","SO2","11","14","12","",""
"","","Sagar","Civil Lines, Sagar - MPPCB","20-11-2023 12:00:00","23.838586","78.759431","PM2.5","88","280","171","171","PM2.5"
"","","","","","","","PM10","81","138","111","",""
"","","","","","","","NO2","13","47","26","",""
"","","","","","","","NH3","4","5","4","",""
"","","","","","","","SO2","5","19","10","",""
"","","","","","","","CO","19","35","27","",""
"","","","","","","","OZONE","33","110","53","",""
"","","","Deen Dayal Nagar, Sagar - MPPCB","20-11-2023 12:00:00","23.8640158","78.80289321","PM2.5","33","87","59","157","PM10"
"","","","","","","","PM10","102","211","157","",""
"","","","","","","","NO2","14","23","22","",""
"","","","","","","","SO2","7","9","9","",""
"","","","","","","","CO","24","78","54","",""
"","","Satna","Bandhavgar Colony, Satna - Birla Cement","20-11-2023 12:00:00","24.58434363","80.8549414","PM2.5","35","53","46","73","OZONE"
"","","","","","","","PM10","32","32","32","",""
"","","","","","","","NO2","18","19","19","",""
"","","","","","","","SO2","NA","NA","NA","",""
"","","","","","","","CO","21","50","32","",""
"","","","","","","","OZONE","67","101","73","",""
"","","Singrauli","Suryakiran Bhawan NCL, Singrauli - MPPCB","20-11-2023 12:00:00","24.10897","82.64558","PM2.5","39","278","106","145","PM10"
"","","","","","","","PM10","84","280","145","",""
"","","","","","","","NO2","17","92","49","",""
"","","","","","","","NH3","2","4","3","",""
"","","","","","","","SO2","42","108","75","",""
"","","","","","","","CO","57","104","88","",""
"","","","","","","","OZONE","17","63","23","",""
"","","Ujjain","Mahakaleshwar Temple, Ujjain - MPPCB","20-11-2023 12:00:00","23.182719","75.768218","PM2.5","131","310","246","246","PM2.5"
"","","","","","","","PM10","115","198","157","",""
"","","","","","","","NO2","6","48","24","",""
"","","","","","","","NH3","6","8","7","",""
"","","","","","","","SO2","11","31","19","",""
"","","","","","","","CO","34","101","51","",""
"","","","","","","","OZONE","50","190","85","",""
"","Maharashtra","Ahmednagar","Tarakpur, Ahmednagar - MPCB","20-11-2023 12:00:00","19.10122","74.73339","PM2.5","32","112","69","110","PM10"
"","","","","","","","PM10","65","163","110","",""
"","","","","","","","NO2","31","129","67","",""
"","","","","","","","NH3","1","7","3","",""
"","","","","","","","SO2","3","53","12","",""
"","","","","","","","CO","15","104","30","",""
"","","","","","","","OZONE","17","138","70","",""
"","","Akola","Ramdaspeth, Akola - MPCB","20-11-2023 12:00:00","20.719516","77.000253","PM2.5","26","253","64","113","PM10"
"","","","","","","","PM10","54","409","113","",""
"","","","","","","","NO2","11","106","35","",""
"","","","","","","","NH3","5","19","8","",""
"","","","","","","","SO2","14","24","18","",""
"","","","","","","","CO","26","136","33","",""
"","","","","","","","OZONE","2","105","47","",""
"","","Amravati","Shivneri Colony, Amravati - MPCB","20-11-2023 12:00:00","20.9402359","77.7895248","PM2.5","63","111","86","102","PM10"
"","","","","","","","PM10","81","120","102","",""
"","","","","","","","NO2","12","89","36","",""
"","","","","","","","NH3","1","2","2","",""
"","","","","","","","SO2","15","54","28","",""
"","","","","","","","CO","16","46","22","",""
"","","","","","","","OZONE","14","143","54","",""
"","","","Shri Shivaji Science College, Amaravati - MPCB","20-11-2023 12:00:00","20.939198","77.765701","PM2.5","97","198","137","137","PM2.5"
"","","","","","","","PM10","99","164","122","",""
"","","","","","","","NO2","9","124","40","",""
"","","","","","","","NH3","1","5","2","",""
